Client,Numero,Matricule,Montant,Presence
KHOURY TRANSPORT,101672,DK5882BM,47000.0,oui
KHOURY TRANSPORT,101673,AA998VX,24000.0,oui
KHOURY TRANSPORT,101674,AA114KD,17000.0,oui
KHOURY TRANSPORT,101687,AA059EF,56500.0,oui
KHOURY TRANSPORT,101691,DK5880BM,71500.0,oui
KHOURY TRANSPORT,101692,DK9179BF00,57500.0,oui
KHOURY TRANSPORT,101693,DK6927BE,37500.0,oui
KHOURY TRANSPORT,101694,AA483RK,12000.0,oui
KHOURY TRANSPORT,101695,DK0691BF,18000.0,oui
KHOURY TRANSPORT,101696,AA004KS,18000.0,oui
KHOURY TRANSPORT,103346,AA341SS,25500.0,oui
KHOURY TRANSPORT,103347,AA342SV,31000.0,oui
KHOURY TRANSPORT,103348,AA185TK,18000.0,oui
KHOURY TRANSPORT,103349,AA136AZ,45500.0,oui
KHOURY TRANSPORT,103350,DK5877BM,20000.0,oui
KHOURY TRANSPORT,103382,AA987DT,37000.0,oui
KHOURY TRANSPORT,103383,AA939KS,7000.0,oui
KHOURY TRANSPORT,103384,AA731JS,12000.0,oui
KHOURY TRANSPORT,103385,AA409AX,12000.0,oui
KHOURY TRANSPORT,103386,DK9279BH,15000.0,oui
KHOURY TRANSPORT,103158,AA783AW0,,oui
KHOURY TRANSPORT,103159,DK5041AZ,14000.0,oui
KHOURY TRANSPORT,103160,AA117KD,12000.0,oui
KHOURY TRANSPORT,103161,AA131KD,26000.0,oui
KHOURY TRANSPORT,103186,AA730JS,41500.0,oui
KHOURY TRANSPORT,103187,AA984DT,12000.0,oui
KHOURY TRANSPORT,103188,DK9277BH,20500.0,oui
KHOURY TRANSPORT,103189,DK9206BF,25000.0,oui
KHOURY TRANSPORT,103190,AA962CJ,21000.0,oui
KHOURY TRANSPORT,103191,AA575DW,15000.0,oui
KHOURY TRANSPORT,103376,AA675NY,49000.0,oui
KHOURY TRANSPORT,103377,DK8000BF0,,oui
KHOURY TRANSPORT,103503,DK0312BH,21500.0,oui
KHOURY TRANSPORT,103554,AA139KD,15000.0,oui
KHOURY TRANSPORT,104180,AA584DW,24500.0,oui
KHOURY TRANSPORT,104081,AA403AW,18000.0,oui
KHOURY TRANSPORT,104371,AA874QX,,oui
KHOURY TRANSPORT,104372,AA332SS,37500.0,oui
KHOURY TRANSPORT,104494,AA134KD,8000.0,oui
KHOURY TRANSPORT,109960,AA346AW,6000.0,non
KHOURY TRANSPORT,109980,AA400AW,26000.0,non
KHOURY TRANSPORT,109989,DK5202BC0,20000.0,non
KHOURY TRANSPORT,112644,AA723NM,20000.0,oui
KHOURY TRANSPORT,112645,AA005VY,22000.0,oui
KHOURY TRANSPORT,112665,AA733RZ,12000.0,oui
KHOURY TRANSPORT,113514,AB984CT,9000.0,non
KHOURY TRANSPORT,113515,AA423AX0,29500.0,non
KHOURY TRANSPORT,113516,AA681NY,14000.0,non
KHOURY TRANSPORT,113517,AA679NY,,non
KHOURY TRANSPORT,113518,AA680NY,18000.0,non
KHOURY TRANSPORT,113519,AA678NY,5000.0,non
KHOURY TRANSPORT,113520,AA188VD0,27500.0,non
KHOURY TRANSPORT,113521,AA923VX,,non
KHOURY TRANSPORT,113522,AA994VX,16000.0,non
KHOURY TRANSPORT,113523,AA003VY,,non
KHOURY TRANSPORT,113524,AA990VX,,non
KHOURY TRANSPORT,113525,AA926VX,,non
KHOURY TRANSPORT,113526,AA992VX,,non
KHOURY TRANSPORT,113527,AA996VX,,non
LABOREX SENEGAL,13083,AA787BL,,non
LABOREX SENEGAL,80307,AA400MV,9500.0,non
LABOREX SENEGAL,100701,AA326SB0,88000.0,oui
LABOREX SENEGAL,100702,AA021SF,144000.0,oui
LABOREX SENEGAL,100703,AA141TR,30500.0,oui
LABOREX SENEGAL,100704,AA138TR0,166500.0,oui
LABOREX SENEGAL,100705,AA145TR,,oui
LABOREX SENEGAL,100706,AA459TS,6000.0,oui
LABOREX SENEGAL,100707,AAA992TZ,8000.0,oui
LABOREX SENEGAL,100708,AA790JM0,52000.0,oui
LABOREX SENEGAL,100709,AA791JM0,30500.0,oui
LABOREX SENEGAL,100710,AA732KZ,,oui
LABOREX SENEGAL,100711,AA757LT,51000.0,oui
LABOREX SENEGAL,100800,AA123JB0,6000.0,oui
LABOREX SENEGAL,100786,AA755KZ,19500.0,oui
LABOREX SENEGAL,100787,AA683PG0,86500.0,oui
LABOREX SENEGAL,100788,AA261NK,,oui
LABOREX SENEGAL,100789,DK3159BF00,4000.0,oui
LABOREX SENEGAL,100790,DK7795BH0,,oui
LABOREX SENEGAL,100791,AA259JC,,oui
LABOREX SENEGAL,100792,DK9483BL0,,oui
LABOREX SENEGAL,100793,DK5166BM0,3500.0,oui
LABOREX SENEGAL,100794,AA592AA0,21000.0,oui
LABOREX SENEGAL,100795,AA754AE0,12500.0,oui
LABOREX SENEGAL,100796,AA400CJ0,,oui
LABOREX SENEGAL,100797,AA711AY,,oui
LABOREX SENEGAL,100798,AA741FD,,oui
LABOREX SENEGAL,100799,AA133JB0,,oui
LABOREX SENEGAL,104191,DK5165BM,10000.0,oui
LABOREX SENEGAL,106062,AA554AA0,,oui
LABOREX SENEGAL,116455,AB010CV,,non
LABOREX SENEGAL,116456,AB014CV,41500.0,non
LABOREX SENEGAL,116465,AB993CT,114000.0,non
LABOREX SENEGAL,118781,AA538YR,3000.0,non
LDB,90502,AA392DJ0,8000.0,oui
LDB,90503,AA212JL,,oui
LDB,90504,AA691HB,22000.0,oui
LDB,90505,AA400WZ,10500.0,oui
LDB,90506,AA162DN,32000.0,oui
LDB,90507,AA288WK,12500.0,oui
LDB,90508,AA267HQ0,12500.0,oui
LDB,90553,AA605EF0,,oui
LDB,90554,AA602EF,16000.0,oui
LDB,90555,AA171DN,,oui
LDB,90556,AA819BS,4500.0,oui
LDB,90557,AA605EF,36500.0,oui
LDB,90558,AA305GZ,,oui
LDB,90559,AA813BS,20500.0,oui
LDB,90560,AA825DT,,oui
LDB,90736,AA530SQ,18000.0,oui
LDB,90739,AA662LR0,52500.0,oui
LDB,100751,AA166KP0,5500.0,oui
LDB,100752,AA992SA0,,oui
LDB,104030,AA440TJ,29000.0,oui
LDB,106007,AA855KV,20500.0,oui
LDB,109993,AA777CY,23500.0,non
LDB,112720,AA268YW,48500.0,non
LDB,112760,AA499RH,64000.0,oui
LDB,113533,TH7386K0,7000.0,non
LDB,113534,AA949XD,,non
LDB,113535,AA848DB0,3000.0,non
LDB,113611,DK0224BK,3000.0,oui
LDB,116065,AA955XD,,non
LDB,116220,AB808AY0,61000.0,non
LDB,116448,AB654BE,18000.0,non
LDB,118756,AA849QK,,non
LDB,118758,AA848QK0,26000.0,non
LDB,118761,AA265WZ.,,non
LDB,118762,AA947XD,24000.0,non
LANSAR AUTO SUARL,64050,AA351FN0,,oui
LANSAR AUTO SUARL,64052,AA361AM,,oui
LANSAR AUTO SUARL,64055,AA626KW,3000.0,oui
LANSAR AUTO SUARL,64057,CH1140,,oui
LANSAR AUTO SUARL,90722,AA238HP,,oui
LANSAR AUTO SUARL,90723,AA106TL,,oui
LANSAR AUTO SUARL,90724,CH1140,,oui
LANSAR AUTO SUARL,90727,CH9044,,oui
LANSAR AUTO SUARL,90728,AA126TL,9500.0,oui
LANSAR AUTO SUARL,90729,AA119TL,7000.0,oui
LANSAR AUTO SUARL,90734,AA601DR,,oui
LANSAR AUTO SUARL,101726,AA350FN,,oui
LANSAR AUTO SUARL,101727,CH1138,16000.0,oui
LANSAR AUTO SUARL,101728,AA166LT,,oui
LANSAR AUTO SUARL,101731,AA385AM,,oui
LANSAR AUTO SUARL,116216,AA351FN0,17000.0,non
LANSAR AUTO SUARL,116217,AA860VE,6000.0,non
LANSAR AUTO SUARL,116218,DK1447BL,12500.0,non
LANSAR AUTO SUARL,116219,AA372FN,13500.0,non
LANSAR AUTO SUARL,116222,AA361AM,11500.0,non
LAS AIBD,3325,DK1423BE,,oui
LAS AIBD,7241,AA597CV,,oui
LAS AIBD,32689,DK8208BL,,oui
LAS AIBD,37878,DK8206BL,,oui
LAS AIBD,64119,AA443PX,,oui
LAS AIBD,64229,AA436CJ,2000.0,oui
LAS AIBD,69104,11372DV,,oui
LAS AIBD,69346,AA917AL,,oui
LAS AIBD,69866,DK8013BE,,oui
LAS AIBD,88251,AA 240 CH,13000.0,oui
LAS AIBD,88252,AA238CH0,8000.0,oui
LAS AIBD,90547,AA905JGH,63000.0,oui
LAS AIBD,90813,AA443PX,34500.0,oui
LAS AIBD,90705,AA855NL,4000.0,non
LAS AIBD,101793,AA756NY,3000.0,non
LAS AIBD,101794,DK8016BE0,54000.0,non
LAS AIBD,101795,AA534NT,8500.0,non
LAS AIBD,101796,AA531NT,11500.0,non
LAS AIBD,101797,AA051MX0,57000.0,non
LAS AIBD,103392,AA488FK,,non
LAS AIBD,103393,0DK8129BG,6000.0,non
LAS AIBD,103394,AA256NP,2000.0,non
LAS AIBD,103395,DK0015BK,7000.0,non
LAS AIBD,103396,AA494FK,20000.0,non
LAS AIBD,103397,AA538HF,6000.0,non
LAS AIBD,103398,AA136HB,60000.0,non
LAS AIBD,103399,DK1165BF0,,non
LAS AIBD,103152,DK8015BE,,non
LAS AIBD,104244,AA202CH,2000.0,non
LAS AIBD,106015,AA897XT,63000.0,non
LAS AIBD,118780,AA663NV,7500.0,non
MCA,112714,AD0275TTA1,4500.0,non
MCA,112715,3869TTA1,11500.0,non
MCA,112716,3870TTA1,2500.0,non
MCA,112725,3988TTA1,,non
MCA,112726,4447TTA1,3000.0,non
MCA,112727,3873TTA1,,non
MCA,112728,3868TTA1,2500.0,non
MCA,112729,3867TTA1,2500.0,non
MCA,112730,AD0336TTA1,2500.0,non
MCA,112731,AD0334TTA1,7500.0,non
MCA,112732,AD0276TTA1,7500.0,non
MDNC SA,90522,3642TTA1,,oui
MDNC SA,90523,3641TTA1,3000.0,oui
MDNC SA,90524,3640TTA1,3000.0,oui
MDNC SA,90525,AA433LB,,oui
MDNC SA,90526,AA763JD0,,oui
MDNC SA,90561,3662TTA1,,oui
MDNC SA,90562,3661TTA1,,oui
MDNC SA,90563,3660TTA1,,oui
MDNC SA,90564,3659TTA1,,oui
MDNC SA,90565,3657TTA1,,oui
MDNC SA,90566,3656TTA1,,oui
MDNC SA,90567,3655TTA1,,oui
MDNC SA,90568,3654TTA1,3000.0,oui
MDNC SA,90569,3653TTA1,3000.0,oui
MDNC SA,90570,3652TTA1,,oui
MDNC SA,90571,3651TTA1,6000.0,oui
MDNC SA,90572,3650TTA1,,oui
MDNC SA,90573,3649TTA1,,oui
MDNC SA,90575,3648TTA1,,oui
MDNC SA,90576,3647TTA1,,oui
MDNC SA,90577,3646TTA1,,oui
MDNC SA,90578,3645TTA1,,oui
MDNC SA,90579,3644TTA1,,oui
MDNC SA,90580,3643TTA1,,oui
MDNC SA,90581,AA120NY,,oui
MDNC SA,90588,3675TTA1,3000.0,oui
MDNC SA,90589,3674TTA1,3000.0,oui
MDNC SA,90590,3676TTA1,,oui
MDNC SA,90591,3672TTA1,3000.0,oui
MDNC SA,90592,3671TTA1,3000.0,oui
MDNC SA,90593,3670TTA1,,oui
MDNC SA,90594,3669TTA1,,oui
MDNC SA,90595,3668TTA1,,oui
MDNC SA,90596,3667TTA1,,oui
MDNC SA,90597,3666TTA1,,oui
MDNC SA,90598,3665TTA1,,oui
MDNC SA,90599,3664TTA1,3000.0,oui
MDNC SA,90600,3663TTA1,,oui
MDNC SA,90899,AA683HP0,4000.0,oui
MDNC SA,100749,AA038TF,,oui
MDNC SA,112721,AA 437 JQ,,non
MDNC SA,118783,AA880NC,,non
MERCUS,33767,DK4733AB00,,oui
MERCUS,33791,AA498DDX,,oui
MERCUS,33792,AA668DY,,oui
MERCUS,33793,AA176DW,,oui
MERCUS,33794,AA370FD,,oui
MERCUS,33795,AA500FG,,oui
MERCUS,33797,AA924AP,,oui
MERCUS,33799,AA928AP,,oui
MERCUS,90814,AA456ST,158500.0,oui
MERCUS,90815,AA452ST,,oui
MERCUS,90816,AA451ST,146000.0,oui
MERCUS,90817,AA448ST,172500.0,oui
MERCUS,90818,AA753SS,165500.0,oui
MERCUS,103519,AA393VJ,150500.0,oui
MERCUS,104027,AA495DX,,oui
MERCUS,104028,AA926AP,,oui
MERCUS,106057,DK4519AL0,15000.0,oui
MERCUS,112662,AA529XH,4500.0,oui
MERCUS,112663,AA525XH,,oui
MERCUS,112664,AA256XG,6000.0,oui
MERCUS,118747,DK7537BH,17500.0,non
MIYA SENEGAL,69492,AA733KX,11000.0,non
MIYA SENEGAL,69493,AA669KX,,non
MIYA SENEGAL,69499,AA664KX,,non
MIYA SENEGAL,103154,AA421KV,,oui
MIYA SENEGAL,103155,AA409PT,160000.0,oui
MIYA SENEGAL,103181,AA849KC,,oui
MIYA SENEGAL,103182,AA593EE,,oui
MIYA SENEGAL,103183,DK0174BD,,oui
MIYA SENEGAL,103184,AA680KX,,oui
MIYA SENEGAL,103185,AA121BT,,oui
MIYA SENEGAL,103540,AA537MA0,45500.0,oui
MIYA SENEGAL,104202,AA821HZ0,10000.0,oui
MIYA SENEGAL,104302,AA880EQ0,40500.0,oui
NEUROTECH,30775,AA604BN,,oui
NEUROTECH,30776,DK8456BD,15000.0,oui
NEUROTECH,30778,DK8618BD,3000.0,oui
NEUROTECH,30779,AA212BV,3000.0,oui
NEUROTECH,30781,DK0307BCO,,oui
NEUROTECH,30782,DK6979BK,25500.0,oui
NEUROTECH,112719,DK9147QT,3000.0,non
NEUROTECH,112722,AA274BN,,non
NEUROTECH,112723,AA600BN,,non
NEUROTECH,112724,DK8617B,,non
NOUVELLES FRONTIERES DU SENEGAL,36651,DK9421BH,30500.0,oui
NOUVELLES FRONTIERES DU SENEGAL,36746,DK9420BH,10000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,36748,DK7506AT,4500.0,oui
NOUVELLES FRONTIERES DU SENEGAL,69568,DK9654BG,,oui
NOUVELLES FRONTIERES DU SENEGAL,69570,DK0314EX,,oui
NOUVELLES FRONTIERES DU SENEGAL,69571,DK0854EX,,oui
NOUVELLES FRONTIERES DU SENEGAL,69841,AA276LY,,oui
NOUVELLES FRONTIERES DU SENEGAL,104245,AA608RS,,oui
NOUVELLES FRONTIERES DU SENEGAL,104246,AA735AK,,oui
NOUVELLES FRONTIERES DU SENEGAL,104247,AA067AL,,oui
NOUVELLES FRONTIERES DU SENEGAL,104248,AA657BM,107500.0,oui
NOUVELLES FRONTIERES DU SENEGAL,104249,DK1617AY,,oui
NOUVELLES FRONTIERES DU SENEGAL,104260,AA255PX,64000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,104295,AA459NH,62000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,104296,DK7794BH,39000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,104297,AA660LD,46000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,104298,DK8738BK,48000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,104299,AA377NV,90000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,104300,DK4934AZ,,oui
NOUVELLES FRONTIERES DU SENEGAL,106059,AA464MX,71000.0,oui
NOUVELLES FRONTIERES DU SENEGAL,118784,AB772B,92500.0,non
NOUVELLES FRONTIERES DU SENEGAL,118785,AB028BE,104500.0,non
NSIA BANQUE,64561,DK 6117 AY,,oui
NSIA BANQUE,69131,AA963AD0,11000.0,oui
NSIA BANQUE,69132,AA763AA0,,oui
NSIA BANQUE,69135,AA971AD,,oui
NSIA BANQUE,69141,DK7771EF,,oui
NSIA BANQUE,69142,DK4498BC,,oui
NSIA BANQUE,69144,AA690HH,,oui
NSIA BANQUE,69145,DK6117AY0,,oui
NSIA BANQUE,69148,AA701AA0,37000.0,oui
NSIA BANQUE,69149,AA887CP0,,oui
NSIA BANQUE,69150,AA771FF,,oui
NSIA BANQUE,88201,DK2950BF,,oui
NSIA BANQUE,90551,AA452RQ,,oui
NSIA BANQUE,90552,AA055RN,28000.0,oui
NSIA BANQUE,109992,AA887CP,,non
NSIA BANQUE,116020,AB155CQ,,non
ORYX GAZ SENEGAL,104303,AA302BT,1000.0,oui
ORYX GAZ SENEGAL,104304,AA408BT,6000.0,oui
ORYX GAZ SENEGAL,104305,AA313BT,9000.0,oui
ORYX GAZ SENEGAL,104307,AA299BT,3000.0,oui
ORYX GAZ SENEGAL,104308,AA751BN0,7000.0,oui
ORYX GAZ SENEGAL,104471,AA297BT,,oui
ORYX GAZ SENEGAL,104472,AA308BT,,oui
ORYX GAZ SENEGAL,104473,DK0490BA,8000.0,oui
ORYX GAZ SENEGAL,104474,AA350CV,16000.0,oui
ORYX GAZ SENEGAL,104482,AA246MC,,oui
ORYX GAZ SENEGAL,104485,AA668CV,31000.0,oui
ORYX GAZ SENEGAL,118782,AA765WN,14000.0,non
PACIFIC AGENCY,64347,DK 9301 BK,,oui
PACIFIC AGENCY,64348,AA667JF,100500.0,oui
PACIFIC AGENCY,64349,AA611GC,229000.0,oui
PACIFIC AGENCY,64350,AA 612 AL,,oui
PACIFIC AGENCY,69900,AA097ML,,oui
PACIFIC AGENCY,69901,AA 789 LY,14000.0,oui
PACIFIC AGENCY,69902,AA090FB,,oui
PACIFIC AGENCY,69903,MT6060A,,oui
PACIFIC AGENCY,69904,AA764KM,,oui
PACIFIC AGENCY,69905,AA615JZ,,oui
PACIFIC AGENCY,69906,AA653FT,109000.0,oui
PACIFIC AGENCY,69907,AA677JF,41500.0,oui
PACIFIC AGENCY,69908,AA037JA,52000.0,oui
PACIFIC AGENCY,69909,DK3188BM,,oui
PACIFIC AGENCY,69910,AA183GJ,,oui
PACIFIC AGENCY,69911,DK5067BH,,oui
PACIFIC AGENCY,69912,AA146GY,171500.0,oui
PACIFIC AGENCY,69914,AA937JE,122500.0,oui
PACIFIC AGENCY,69979,DK10010EX,83000.0,non
PATISEN,6518,DK-5964-AR,,oui
PATISEN,6523,DK-7981-AG,,oui
PATISEN,6524,DK-9557-AE,,oui
PATISEN,6503,DK-8634-AL,,oui
PATISEN,6502,DK-9507-AS,,oui
PATISEN,6501,DK-8374-BG,,oui
PNA,69483,AD22219,,oui
PNA,69485,DK0043EP54,,oui
PNA,69486,DK0042EP54,,oui
PNA,69487,DK2107EP54,32000.0,oui
PNA,69488,AD23534,27000.0,oui
PNA,69491,DK2026EP540,38000.0,oui
PNA,69809,AD18202,1500.0,oui
PNA,69810,AD22121,42000.0,oui
PNA,69811,DK1871EP54,43500.0,oui
PNA,69812,DK1779EP54,,oui
PNA,69813,DK1302EP54,,oui
PNA,69814,ADWWPNA04,45000.0,oui
PNA,69815,ADWWPNA03,46000.0,oui
PNA,69816,ADWWPNA02,45000.0,oui
PNA,69817,ADWWPNA01,35500.0,oui
PNA,69818,TTD16696,17000.0,oui
PNA,69819,DK0163EP54,19000.0,oui
PNA,69820,DK0165EP54,30000.0,oui
PNA,69980,DK1841EP540,17500.0,oui
PNA,103541,AD20447,27500.0,oui
PLAN INTERNATIONAL ONG,64290,PLAN IT 382,19500.0,oui
PLAN INTERNATIONAL ONG,64291,PLAN IT 381,,oui
PLAN INTERNATIONAL ONG,64292,PLAN IT 281,2000.0,oui
PLAN INTERNATIONAL ONG,64293,PLAN IT 360,,oui
PLAN INTERNATIONAL ONG,64294,PLAN IT 361,2000.0,oui
PLAN INTERNATIONAL ONG,64295,PLAN IT 359,,oui
PLAN INTERNATIONAL ONG,64296,PLAN IT 318,,oui
PLAN INTERNATIONAL ONG,64299,PLAN IT 310,,oui
PLAN INTERNATIONAL ONG,64300,PLAN IT 309,,oui
PLAN INTERNATIONAL ONG,64301,PLAN IT 317,,oui
PLAN INTERNATIONAL ONG,64302,PLAN IT 445,5500.0,oui
PLAN INTERNATIONAL ONG,64305,PLAN IT 298,,oui
PLAN INTERNATIONAL ONG,64306,PLAN IT 446,19000.0,oui
PLAN INTERNATIONAL ONG,64307,PLAN IT 386,20000.0,oui
PLAN INTERNATIONAL ONG,64310,PLAN IT 388,,oui
PLAN INTERNATIONAL ONG,64311,PLAN IT 396,,oui
PLAN INTERNATIONAL ONG,64312,PLAN INT,,oui
PLAN INTERNATIONAL ONG,88216,PLAN IT 447,,oui
PLAN INTERNATIONAL ONG,103378,PLAN IT 319,,oui
PLAN INTERNATIONAL ONG,103379,PLAN IT381,14000.0,oui
PLAN INTERNATIONAL ONG,103380,PLAN IT 383,1000.0,oui
PLAN INTERNATIONAL ONG,103546,PLAN IT 307,14000.0,oui
PLAN INTERNATIONAL ONG,109994,PLAN IT 189,5000.0,non
PLAN INTERNATIONAL ONG,112717,PLAN IT449,15500.0,non
PLAN INTERNATIONAL ONG,112718,PLAN IT 450,11000.0,non
PNUD,90755,1NUCMD001,,oui
PNUD,90756,1NUCD1824,,oui
PNUD,90757,1NUCD1918,,oui
PNUD,90762,1NUCD1843.,,oui
PNUD,90758,1NUIT1857,,oui
PNUD,90759,1NUCD1931,6000.0,oui
PNUD,90760,1NUCD1883,,oui
PNUD,90761,1NUCD1890.,9500.0,oui
PNUD,90763,1NUCD1892,44500.0,oui
PNUD,106094,1NUIT1870,,oui
PNUD,113598,1NUCD1935,59000.0,oui
POLY TRANS,30146,AA135CX,2000.0,oui
POLY TRANS,30148,AA954DE,,oui
POLY TRANS,30149,AA995GK,,oui
POLY TRANS,30150,AA606GQ,,oui
POLY TRANS,38014,KL0880D,,oui
POLY TRANS,38015,KL0827D,,oui
POLY TRANS,38168,AA212FS,,oui
POLY TRANS,38169,AA192FS,,oui
POLY TRANS,38170,AA172FS,,oui
POLY TRANS,38180,KL0823D,,oui
POLY TRANS,38181,KL0822D,,oui
POLY TRANS,38183,KL0821D,,oui
POLY TRANS,38184,KL0727D,,oui
POLY TRANS,38185,AA170FS,,oui
POLY TRANS,38186,AA379EV,,oui
POLY TRANS,38190,KL1358D,,oui
POLY TRANS,38194,KL1357D,,oui
POLY TRANS,38198,KL1356D,,oui
POLY TRANS,38222,KL0824D,,oui
POLY TRANS,38226,KL0826D,,oui
POLY TRANS,38286,KL0724D,,oui
POLY TRANS,38292,KL9392C,,oui
POLY TRANS,38294,KL0351D,,oui
POLY TRANS,38296,KL0509D,,oui
POLY TRANS,69354,AA755JR,,oui
POLY TRANS,69360,AA892JS,,oui
POLY TRANS,69377,AA764JR,,oui
POLY TRANS,106016,AA923MG,26000.0,oui
POLY TRANS,106017,AA264QK,15000.0,oui
POLY TRANS,106018,AA262QK,,oui
POLY TRANS,106019,AA363QL,8000.0,oui
POLY TRANS,106020,AA365QL,11000.0,oui
POLY TRANS,106021,AA366QL,3000.0,oui
POLY TRANS,106022,AA367QL,9000.0,oui
POLY TRANS,106023,AA886QW,9000.0,oui
POLY TRANS,106024,AA887QW,4000.0,oui
POLY TRANS,106025,AA138QZ,27500.0,oui
POLY TRANS,106026,AA616RL,8000.0,oui
POLY TRANS,106027,AA918RL,6000.0,oui
POLY TRANS,106028,AA691SN,6500.0,oui
POLY TRANS,106029,AA701SN,71000.0,oui
POLY TRANS,106030,AA507SQ,12000.0,oui
POLY TRANS,106031,AA369PK,,oui
POLY TRANS,106032,AA410LB,8000.0,oui
POLY TRANS,106033,AA577PE,,oui
POLY TRANS,106034,AA573PE,3000.0,oui
POLY TRANS,106035,AA616NJ,,oui
POLY TRANS,106036,AA175FS,23500.0,oui
POLY TRANS,106037,AA510PP,6000.0,oui
POLY TRANS,106038,AA764NS,4500.0,oui
POLY TRANS,106039,AA458PC,7000.0,oui
POLY TRANS,106040,AA744NB,5000.0,oui
POLY TRANS,106041,AA771NS,20000.0,oui
POLY TRANS,106042,AA366PK,,oui
POLY TRANS,106043,AA893SY,15500.0,oui
POLY TRANS,106044,AA895SY,57000.0,oui
POLY TRANS,106045,AA760LW,,oui
POLY TRANS,106085,AA634RL,6000.0,oui
POLY TRANS,106089,AA683YR,10500.0,oui
POLY TRANS,112646,AA754HB,,oui
POLY TRANS,112647,AA379JR,,oui
POLY TRANS,112653,AA767NS,,oui
POLY TRANS,112654,AA603LN,9000.0,oui
POLY TRANS,112655,AA403KV,16000.0,oui
POLY TRANS,112656,AA819JY,9000.0,oui
POLY TRANS,112657,AA137QZ,15000.0,oui
POLY TRANS,112658,AA178GQ,3000.0,oui
POLY TRANS,112659,AA257QK,16000.0,oui
POLY TRANS,112660,AA500MY,4000.0,oui
RELAX VOYAGE,104218,AA673GP,1500.0,oui
RELAX VOYAGE,104219,AA864GV,,oui
RELAX VOYAGE,104220,AA278WX,,oui
RELAX VOYAGE,104221,AA803NQ,,oui
RELAX VOYAGE,104222,AA084SM,,oui
RELAX VOYAGE,104223,AA247FQ0,3000.0,oui
RELAX VOYAGE,104224,AA864DJ,30500.0,oui
RELAX VOYAGE,104225,AA746KA,,oui
RELAX VOYAGE,104226,AA740KA,,oui
RELAX VOYAGE,104227,AA558RD,145000.0,oui
ROYAL TOURS,64144,AA766NH,25000.0,oui
ROYAL TOURS,101654,DK7892AY,,oui
ROYAL TOURS,101656,AA618TG,40000.0,oui
ROYAL TOURS,101657,DK1093EX,6500.0,oui
ROYAL TOURS,101658,AA439QL,6000.0,oui
ROYAL TOURS,101659,DK1092EX,21500.0,oui
ROYAL TOURS,101675,DK7890AY,,oui
ROYAL TOURS,101676,AA599TK,26500.0,oui
ROYAL TOURS,101677,DK9905AZ,,oui
ROYAL TOURS,101678,AA621TG,19000.0,oui
ROYAL TOURS,101679,DK1077EX,18000.0,oui
ROYAL TOURS,101680,AA819NX,14000.0,oui
ROYAL TOURS,101681,DK1076EX,34000.0,oui
ROYAL TOURS,101682,AA619TG,44500.0,oui
ROYAL TOURS,101683,DK1078EX0,26500.0,oui
ROYAL TOURS,101798,DK7893AY,,oui
ROYAL TOURS,101799,DK7889AY,,oui
SABAT SENEGAL,90871,KG2380A,,oui
SABAT SENEGAL,90872,DK8746BG,,oui
SABAT SENEGAL,90873,AA087RB,,oui
SABAT SENEGAL,90874,AA494CB0,,oui
SABAT SENEGAL,90875,AA391KP,,oui
SABAT SENEGAL,90876,AA572DR,,oui
SABAT SENEGAL,90877,TH5380H,,oui
SABAT SENEGAL,90878,AA435AS,,oui
SABAT SENEGAL,90879,TH6762K,,oui
SABAT SENEGAL,90945,DK6573BK0,,oui
SABAT SENEGAL,90946,AA831QS,,oui
SABAT SENEGAL,90947,DL0355E,,oui
SABAT SENEGAL,90953,AA477MZ,,oui
SABAT SENEGAL,90949,AA374JZ,,oui
SABAT SENEGAL,90951,DK0922AZ,,oui
SABAT SENEGAL,90950,AA618DR,,oui
SABAT SENEGAL,90960,AA948QT,,oui
SABAT SENEGAL,90961,AA994KM,,oui
SABAT SENEGAL,90962,AA768Q,,oui
SABAT SENEGAL,90963,DL5225D,,oui
SABAT SENEGAL,90964,AA059PF,,oui
SABAT SENEGAL,90965,AA534MB,,oui
SABAT SENEGAL,90966,AA821XJ,,oui
SABAT SENEGAL,90967,AA189DP,,oui
SABAT SENEGAL,90969,SL7702B,,oui
SABAT SENEGAL,90968,TH5954G,,oui
SABAT SENEGAL,90970,DK0101BA,,oui
SABAT SENEGAL,90971,AA700DT,,oui
SABAT SENEGAL,90972,AA400DT,,oui
SABAT SENEGAL,90973,AA500JX,,oui
SABAT SENEGAL,90974,KL0909C0,,oui
SABAT SENEGAL,90975,AA624EV0,,oui
SABAT SENEGAL,90976,AA373FX,,oui
SABAT SENEGAL,90977,AA196NY0,,oui
SAGAM SECURITE,64417,AA230CP,,oui
SAGAM SECURITE,64444,AA575CN,6000.0,oui
SAGAM SECURITE,69001,DK6416AH,11000.0,oui
SAGAM SECURITE,69002,DK1867BE,,oui
SAGAM SECURITE,69003,DK1863BE,7000.0,oui
SAGAM SECURITE,69004,AA912CB,,oui
SAGAM SECURITE,69005,AA914CB,,oui
